Severity,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Civil_Twilight,Year,Month,Date,Hour,Day,Duration
2,37.93412,-122.060066,0,Walnut Creek,CA,54,90,29.96,6,E,5,Rain,Day,2019,Dec,29,14,Sun,30
2,37.631325,-122.111618,0,Hayward,CA,52,83,29.99,3,SE,7,Rain,Day,2019,Dec,29,15,Sun,65
3,37.948318,-121.300858,0,Stockton,CA,51,83,30,6,S,8,Rain,Day,2019,Dec,29,17,Sun,29
2,37.154453,-121.985504,0,Los Gatos,CA,52,93,29.96,9,S,9,Rain,Day,2019,Dec,29,17,Sun,30
2,37.833241,-122.482552,0,Sausalito,CA,53,89,29.97,10,SE,10,Cloudy,Day,2019,Dec,29,17,Sun,45
2,38.419254,-121.393288,0,Elk Grove,CA,49,90,30.01,2,E,3,Rain,Night,2019,Dec,29,17,Sun,30
2,39.269009,-121.057152,0,Nevada City,CA,41,81,26.73,10,VAR,5,Clear,Night,2019,Dec,29,18,Sun,46
2,37.15876,-121.982567,0,Los Gatos,CA,52,86,29.92,10,S,9,Cloudy,Night,2019,Dec,29,18,Sun,30
2,37.866131,-122.206955,0,Orinda,CA,50,89,29.94,2,N,10,Rain,Night,2019,Dec,29,18,Sun,63
2,38.010738,-122.017555,0,Concord,CA,50,89,29.94,2,N,10,Rain,Night,2019,Dec,29,18,Sun,106
3,37.8106,-122.248779,0,Oakland,CA,53,93,29.97,7,E,9,Rain,Night,2019,Dec,29,19,Sun,30
2,37.145531,-121.984917,0,Los Gatos,CA,52,86,29.92,10,S,9,Cloudy,Night,2019,Dec,29,19,Sun,90
2,37.99482,-122.039177,0,Concord,CA,50,89,29.94,2,N,10,Rain,Night,2019,Dec,29,19,Sun,30
2,37.832294,-122.480881,0,Sausalito,CA,52,89,29.97,10,E,6,Rain,Night,2019,Dec,29,19,Sun,46
3,38.257187,-122.063286,0,Fairfield,CA,45,93,29.98,6,N,15,Rain,Night,2019,Dec,29,19,Sun,29
3,37.842598,-122.297592,0,Emeryville,CA,53,93,29.98,4,E,8,Rain,Night,2019,Dec,29,19,Sun,29
3,37.77116,-122.155693,0,Oakland,CA,53,93,29.98,4,E,8,Rain,Night,2019,Dec,29,20,Sun,28
2,37.824135,-122.268021,0,Oakland,CA,52,97,30,5,E,7,Rain,Night,2019,Dec,29,21,Sun,45
2,37.849239,-122.242393,0,Oakland,CA,52,97,30,5,E,7,Rain,Night,2019,Dec,29,21,Sun,62
3,37.881905,-122.308281,0,Berkeley,CA,52,97,30,5,E,7,Rain,Night,2019,Dec,29,21,Sun,64
2,37.944733,-122.514771,0,Larkspur,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,29,0,Sun,104
2,38.334572,-122.738342,0,Cotati,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,29,6,Sun,120
2,38.434105,-122.716431,0,Santa Rosa,CA,45,100,29.96,8,CALM,0,Cloudy,Night,2019,Dec,29,6,Sun,93
2,38.411148,-122.646576,0,Santa Rosa,CA,46,96,29.97,4,CALM,0,Rain,Day,2019,Dec,29,7,Sun,51
2,38.655773,-122.872459,0,Healdsburg,CA,48,93,29.98,8,CALM,0,Cloudy,Day,2019,Dec,29,10,Sun,94
2,38.43684,-122.688049,0,Santa Rosa,CA,49,97,29.93,1,CALM,0,Rain,Day,2019,Dec,29,11,Sun,61
2,38.236832,-122.619835,0,Petaluma,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Day,2019,Dec,29,13,Sun,29
2,38.506905,-122.769951,0,Santa Rosa,CA,51,100,29.81,1,CALM,0,Rain,Day,2019,Dec,29,17,Sun,46
2,38.301151,-122.705978,0,Petaluma,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,29,18,Sun,50
2,38.354446,-122.713005,0,Rohnert Park,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,29,19,Sun,30
2,37.875389,-122.510101,0,Mill Valley,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,29,20,Sun,45
2,35.497883,-119.161301,0,Bakersfield,CA,38,83,29.63,10,E,3,Cloudy,Night,2019,Dec,29,6,Sun,76
2,36.808064,-119.886993,0,Fresno,CA,41,86,29.83,8,CALM,0,Cloudy,Day,2019,Dec,29,7,Sun,60
2,36.774456,-119.840927,0,Fresno,CA,44,82,29.84,9,SE,5,Cloudy,Day,2019,Dec,29,8,Sun,97
2,36.743649,-119.809891,0,Fresno,CA,46,76,29.83,10,SE,9,Cloudy,Day,2019,Dec,29,9,Sun,115
2,36.749531,-119.718201,0,Fresno,CA,50,68,29.82,10,S,7,Cloudy,Day,2019,Dec,29,11,Sun,47
2,34.450329,-119.283798,0,Ojai,CA,55,51,30.16,10,NE,8,Cloudy,Day,2019,Dec,29,11,Sun,44
2,34.323273,-119.099548,0,Santa Paula,CA,60,60,30.09,10,VAR,3,Cloudy,Day,2019,Dec,29,11,Sun,30
2,34.373409,-119.306282,0,Ventura,CA,58,67,30.05,10,S,5,Cloudy,Day,2019,Dec,29,15,Sun,107
2,36.431473,-119.801109,0,Riverdale,CA,52,66,29.82,10,CALM,0,Cloudy,Day,2019,Dec,29,15,Sun,29
2,33.861469,-118.284821,0,Gardena,CA,54,75,30.08,9,CALM,0,Cloudy,Night,2019,Dec,28,22,Sat,28
3,34.051067,-118.21389,0,Los Angeles,CA,51,80,29.96,10,CALM,0,Clear,Night,2019,Dec,28,22,Sat,28
2,34.046223,-118.269531,0,Los Angeles,CA,50,80,29.95,8,CALM,0,Clear,Night,2019,Dec,29,1,Sun,28
2,34.136154,-117.511597,0,Rancho Cucamonga,CA,39,89,29.14,10,N,5,Clear,Night,2019,Dec,29,1,Sun,103
2,34.148998,-118.050217,0,Arcadia,CA,50,80,30.06,10,E,3,Clear,Night,2019,Dec,29,2,Sun,44
2,34.164951,-118.37899,0,North Hollywood,CA,43,82,29.33,10,CALM,0,Clear,Night,2019,Dec,29,2,Sun,29
2,34.199436,-118.338577,0,Burbank,CA,41,86,29.33,9,CALM,0,Clear,Night,2019,Dec,29,2,Sun,44
2,34.077473,-117.200844,0,Redlands,CA,40,80,28.94,10,E,5,Clear,Night,2019,Dec,29,2,Sun,119
3,33.696522,-117.936661,0,Fountain Valley,CA,49,77,30.11,10,N,3,Clear,Night,2019,Dec,29,3,Sun,45
3,33.958054,-118.111824,0,Downey,CA,48,77,29.97,10,CALM,0,Clear,Night,2019,Dec,29,4,Sun,60
2,33.866257,-117.998322,0,Buena Park,CA,45,86,30.06,8,E,5,Clear,Night,2019,Dec,29,4,Sun,29
2,34.142998,-118.740929,0,Agoura Hills,CA,41,86,29.31,9,W,3,Clear,Night,2019,Dec,29,5,Sun,150
2,34.138317,-118.723343,0,Agoura Hills,CA,41,86,29.31,9,W,3,Clear,Night,2019,Dec,29,5,Sun,149
3,34.071686,-118.106461,0,Rosemead,CA,45,86,30.06,8,E,5,Clear,Night,2019,Dec,29,5,Sun,149
3,32.788177,-117.114067,0,San Diego,CA,43,86,29.73,10,CALM,0,Clear,Night,2019,Dec,29,5,Sun,119
3,34.025951,-118.236626,0,Los Angeles,CA,47,77,29.97,10,CALM,0,Clear,Night,2019,Dec,29,5,Sun,59
3,33.561386,-117.180984,0,Murrieta,CA,34,100,28.73,10,N,3,Clear,Night,2019,Dec,29,6,Sun,244
3,33.578468,-117.181023,0,Murrieta,CA,34,100,28.73,10,N,3,Clear,Night,2019,Dec,29,6,Sun,60
3,34.067329,-117.981483,0,Baldwin Park,CA,44,85,30.06,7,E,3,Clear,Night,2019,Dec,29,6,Sun,29
2,34.089546,-118.305611,0,Los Angeles,CA,48,74,29.99,10,CALM,0,Cloudy,Day,2019,Dec,29,6,Sun,30
3,33.88406,-118.028938,0,Santa Fe Springs,CA,46,83,30.1,7,E,6,Cloudy,Day,2019,Dec,29,7,Sun,60
2,33.887459,-118.10453,0,Norwalk,CA,46,83,30.1,7,E,6,Cloudy,Day,2019,Dec,29,7,Sun,29
3,34.174362,-117.447441,0,Fontana,CA,50,57,29.18,10,CALM,0,Cloudy,Day,2019,Dec,29,9,Sun,30
3,33.694092,-117.865036,0,Irvine,CA,59,62,30.15,10,CALM,0,Cloudy,Day,2019,Dec,29,9,Sun,60
3,34.054317,-118.202827,0,Los Angeles,CA,55,53,30.02,10,NE,6,Cloudy,Day,2019,Dec,29,9,Sun,29
2,35.108727,-118.319946,0,Tehachapi,CA,36,70,26.07,10,SE,10,Clear,Day,2019,Dec,29,10,Sun,122
2,34.279373,-118.469429,0,Mission Hills,CA,52,54,29.15,10,CALM,0,Clear,Day,2019,Dec,29,10,Sun,90
3,34.020206,-118.180069,0,Los Angeles,CA,59,46,30,10,VAR,3,Cloudy,Day,2019,Dec,29,11,Sun,30
3,34.317223,-118.489548,0,Sylmar,CA,52,54,29.15,10,CALM,0,Clear,Day,2019,Dec,29,11,Sun,58
3,33.98597,-118.135429,0,Los Angeles,CA,60,46,29.96,10,CALM,0,Cloudy,Day,2019,Dec,29,11,Sun,90
2,33.930901,-118.323921,0,Inglewood,CA,60,51,30.07,10,CALM,0,Cloudy,Day,2019,Dec,29,12,Sun,30
3,34.182724,-118.172516,0,Pasadena,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Day,2019,Dec,29,12,Sun,35
2,34.028896,-117.811188,0,Diamond Bar,CA,55,47,29.07,10,CALM,0,Clear,Day,2019,Dec,29,12,Sun,60
3,34.067364,-117.559258,0.769999981,Ontario,CA,57,42,29.1,10,CALM,0,Cloudy,Day,2019,Dec,29,13,Sun,45
2,33.850986,-117.814507,0,Anaheim,CA,61,56,30.01,10,VAR,3,Cloudy,Day,2019,Dec,29,14,Sun,79
3,34.027451,-118.274498,0,Los Angeles,CA,62,48,29.91,10,CALM,0,Cloudy,Day,2019,Dec,29,14,Sun,36
3,33.941177,-118.09671,0,Downey,CA,60,57,30.06,10,S,5,Clear,Day,2019,Dec,29,14,Sun,30
3,34.942207,-118.93148,0,Lebec,CA,43,74,25.49,10,S,10,Cloudy,Day,2019,Dec,29,14,Sun,222
2,33.876308,-118.105331,0,Cerritos,CA,61,56,30.01,10,VAR,3,Cloudy,Day,2019,Dec,29,14,Sun,36
2,33.877041,-118.142685,0,Bellflower,CA,60,57,30.06,10,S,5,Clear,Day,2019,Dec,29,14,Sun,30
2,34.002026,-117.834885,0,Walnut,CA,57,51,29.05,10,CALM,0,Clear,Day,2019,Dec,29,14,Sun,36
3,34.067039,-117.445297,0,Fontana,CA,59,48,29.08,10,VAR,3,Cloudy,Day,2019,Dec,29,15,Sun,120
3,33.602909,-117.171913,0,Murrieta,CA,55,44,28.66,10,CALM,0,Clear,Day,2019,Dec,29,15,Sun,35
2,34.06731,-118.028061,0.519999981,El Monte,CA,60,57,30,10,S,5,Cloudy,Day,2019,Dec,29,15,Sun,60
3,34.06673,-117.235031,0,Redlands,CA,57,44,28.87,7,CALM,0,Cloudy,Day,2019,Dec,29,16,Sun,66
2,33.880722,-117.612328,0,Corona,CA,56,67,29.53,10,CALM,0,Cloudy,Day,2019,Dec,29,16,Sun,182
2,34.01997,-118.444923,0,Los Angeles,CA,56,64,29.92,10,W,3,Cloudy,Day,2019,Dec,29,17,Sun,136
3,34.066097,-117.32695,0,Colton,CA,57,44,28.85,7,CALM,0,Cloudy,Night,2019,Dec,29,17,Sun,64
3,33.197289,-117.125839,0,Escondido,CA,54,75,29.73,10,CALM,0,Cloudy,Night,2019,Dec,29,18,Sun,60
2,34.358459,-117.60807,0,Wrightwood,CA,39,79,26.89,10,S,3,Clear,Night,2019,Dec,29,18,Sun,60
2,33.76857,-117.920464,0.680000007,Garden Grove,CA,58,60,30.03,10,S,3,Cloudy,Night,2019,Dec,29,18,Sun,30
2,33.925129,-118.280952,0.360000014,Los Angeles,CA,58,67,30.03,10,CALM,0,Cloudy,Night,2019,Dec,29,18,Sun,75
3,33.705387,-117.954247,0,Fountain Valley,CA,58,60,30.03,10,S,3,Cloudy,Night,2019,Dec,29,18,Sun,30
2,34.19912,-118.403442,0.529999971,North Hollywood,CA,54,57,29.25,10,CALM,0,Cloudy,Night,2019,Dec,29,18,Sun,29
2,34.054108,-118.237839,0,Los Angeles,CA,56,67,29.87,10,CALM,0,Cloudy,Night,2019,Dec,29,18,Sun,30
3,34.06472,-117.261276,0,San Bernardino,CA,54,38,28.85,7,E,3,Cloudy,Night,2019,Dec,29,18,Sun,30
3,34.126072,-117.916306,0,Azusa,CA,55,74,29.97,10,CALM,0,Cloudy,Night,2019,Dec,29,18,Sun,45
3,33.989822,-117.350021,0,Riverside,CA,54,62,29.21,10,CALM,0,Cloudy,Night,2019,Dec,29,18,Sun,90
3,34.235588,-118.472961,0,North Hills,CA,52,61,29.2,10,CALM,0,Cloudy,Night,2019,Dec,29,19,Sun,66
3,34.06554,-117.200783,0,Redlands,CA,54,38,28.85,7,E,3,Cloudy,Night,2019,Dec,29,19,Sun,65
2,34.13662,-117.477264,0,Fontana,CA,53,61,29.03,10,CALM,0,Cloudy,Night,2019,Dec,29,19,Sun,30
3,33.788246,-118.096428,0,Long Beach,CA,53,80,30.01,10,CALM,0,Cloudy,Night,2019,Dec,29,20,Sun,29
3,42.975029,-78.512779,0,Akron,NY,45,90,28.65,10,E,12,Cloudy,Day,2019,Dec,30,7,Mon,29
2,42.969364,-78.52478,0,Akron,NY,45,90,28.65,10,E,12,Cloudy,Day,2019,Dec,30,7,Mon,115
2,43.153481,-78.710999,0,Lockport,NY,41,93,28.79,10,E,14,Cloudy,Day,2019,Dec,30,7,Mon,44
3,42.955502,-78.766151,0,Buffalo,NY,45,90,28.65,10,E,12,Cloudy,Day,2019,Dec,30,8,Mon,45
2,42.885231,-78.801277,0,Buffalo,NY,50,83,28.74,7,W,24,Rain,Day,2019,Dec,30,9,Mon,45
3,42.908974,-78.766579,0,Buffalo,NY,41,79,28.88,10,SW,9,Cloudy,Night,2019,Dec,30,17,Mon,79
3,42.959759,-70.856583,0,Hampton,NH,31,95,30.01,1,N,8,Snow,Night,2019,Dec,30,4,Mon,213
3,42.956779,-71.437851,0.800000012,Manchester,NH,33,89,29.84,5,E,9,Snow,Night,2019,Dec,30,4,Mon,46
3,43.0714,-70.785202,0.200000003,Portsmouth,NH,29,94,29.98,1,N,10,Snow,Night,2019,Dec,30,5,Mon,30
3,42.839443,-70.935516,0,Amesbury,MA,33,92,29.92,4,NE,12,Rain,Night,2019,Dec,30,5,Mon,68
3,42.316532,-71.233757,0,Wellesley Hills,MA,39,82,29.99,2,E,7,Rain,Day,2019,Dec,30,6,Mon,60
2,42.873981,-71.182442,0,Hampstead,NH,33,92,29.91,2,NE,12,Snow,Day,2019,Dec,30,7,Mon,66
3,42.04303,-71.242844,0,Foxboro,MA,40,79,29.98,3,E,9,Rain,Day,2019,Dec,30,7,Mon,102
3,42.802624,-71.051575,0,Haverhill,MA,33,92,29.91,2,NE,12,Snow,Day,2019,Dec,30,7,Mon,61
3,42.480083,-71.115051,0,Woburn,MA,36,89,29.9,2,E,8,Rain,Day,2019,Dec,30,7,Mon,61
2,42.476574,-71.219742,0,Burlington,MA,36,89,29.88,2,NE,14,Rain,Day,2019,Dec,30,7,Mon,60
2,42.539925,-70.938766,0,Peabody,MA,35,89,29.95,1,E,9,Rain,Day,2019,Dec,30,8,Mon,45
2,42.657211,-71.147148,0,Andover,MA,33,92,29.93,1,NE,13,Rain,Day,2019,Dec,30,8,Mon,62
2,42.657211,-71.147148,0,Andover,MA,33,92,29.93,1,NE,13,Rain,Day,2019,Dec,30,8,Mon,30
2,42.26091,-70.97879,0,Quincy,MA,40,79,29.96,9,E,12,Rain,Day,2019,Dec,30,8,Mon,64
3,42.802021,-71.092178,1.75999999,Haverhill,MA,33,92,29.93,1,NE,13,Rain,Day,2019,Dec,30,8,Mon,46
3,42.223186,-71.17083,0,Westwood,MA,40,79,29.96,9,E,12,Rain,Day,2019,Dec,30,8,Mon,76
2,42.658802,-71.428505,0,Tyngsboro,MA,30,100,29.86,1,VAR,5,Snow,Day,2019,Dec,30,8,Mon,79
3,42.741306,-71.141602,0,Methuen,MA,33,92,29.91,0.75,E,13,Snow,Day,2019,Dec,30,8,Mon,60
2,42.708229,-71.144798,0,Lawrence,MA,33,92,29.91,0.75,E,13,Snow,Day,2019,Dec,30,8,Mon,62
2,41.767849,-71.06916,0,Assonet,MA,38,89,29.96,3,E,10,Rain,Day,2019,Dec,30,9,Mon,61
3,42.470016,-71.245369,0,Lexington,MA,35,85,29.88,2,E,14,Rain,Day,2019,Dec,30,9,Mon,48
2,41.921638,-71.456192,0,Lincoln,RI,36,100,29.52,1,E,12,Rain,Day,2019,Dec,30,9,Mon,45
3,42.651096,-70.977226,0,Boxford,MA,34,89,29.95,1,E,14,Rain,Day,2019,Dec,30,9,Mon,45
3,43.04319,-71.464104,0,Hooksett,NH,27,85,29.72,1,NE,8,Snow,Day,2019,Dec,30,10,Mon,29
3,43.673512,-70.256393,0,Portland,ME,27,72,30.09,1,N,13,Snow,Day,2019,Dec,30,11,Mon,30
3,42.916847,-71.371803,0,Londonderry,NH,29,89,29.78,0.75,NE,9,Snow,Day,2019,Dec,30,11,Mon,90
3,41.823475,-71.419296,0,Providence,RI,36,97,29.85,3,E,15,Rain,Day,2019,Dec,30,15,Mon,59
2,42.317402,-71.23539,1.75,Wellesley Hills,MA,38,79,29.89,3,E,10,Rain,Day,2019,Dec,30,16,Mon,59
2,42.477291,-71.217316,0,Burlington,MA,35,85,29.79,2,E,20,Snow,Day,2019,Dec,30,16,Mon,60
3,41.81337,-71.408691,0,Providence,RI,36,97,29.85,3,E,16,Rain,Day,2019,Dec,30,16,Mon,29
3,41.825729,-71.419891,0,Providence,RI,36,97,29.85,3,E,16,Rain,Day,2019,Dec,30,16,Mon,59
2,42.327129,-71.076637,0,Roxbury,MA,38,83,29.95,3,E,30,Rain,Day,2019,Dec,30,16,Mon,90
3,42.339275,-71.064217,0,Boston,MA,38,83,29.95,3,E,30,Rain,Day,2019,Dec,30,16,Mon,58
2,43.004501,-71.451508,0,Manchester,NH,28,88,29.74,0.75,N,10,Snow,Day,2019,Dec,30,16,Mon,60
2,42.03896,-71.308327,0.230000004,Plainville,MA,34,100,29.41,3,E,12,Rain,Night,2019,Dec,30,17,Mon,59
2,43.072788,-70.78756,0.689999998,Portsmouth,NH,34,87,29.92,3,E,16,Snow,Night,2019,Dec,30,17,Mon,59
3,41.814163,-71.405388,0,Providence,RI,37,93,29.83,3,E,16,Rain,Night,2019,Dec,30,17,Mon,89
2,42.98748,-71.424309,0,Manchester,NH,27,92,29.77,0.75,N,13,Snow,Night,2019,Dec,30,17,Mon,60
2,42.302715,-71.224548,4.400000095,Needham Heights,MA,38,79,29.88,2,E,10,Rain,Night,2019,Dec,30,17,Mon,60
3,41.840019,-71.411263,0,Providence,RI,34,100,29.4,3,E,12,Rain,Night,2019,Dec,30,17,Mon,30
2,42.282391,-71.114906,0,Roslindale,MA,38,79,29.87,4,E,9,Rain,Night,2019,Dec,30,17,Mon,75
2,42.35482,-71.195923,0,Newtonville,MA,34,89,29.78,2,E,14,Rain,Night,2019,Dec,30,17,Mon,60
2,41.782471,-70.811737,0,Rochester,MA,37,96,29.79,3,E,15,Rain,Night,2019,Dec,30,18,Mon,60
2,43.403034,-71.005577,0,Milton,NH,25,93,29.63,1,N,8,Snow,Night,2019,Dec,30,21,Mon,59
2,42.59726,-71.29866,0,North Billerica,MA,34,89,29.76,1,NE,6,Rain,Night,2019,Dec,30,21,Mon,120
2,42.63184,-71.405487,3.549999952,North Chelmsford,MA,28,100,29.74,1,N,6,Snow,Night,2019,Dec,30,22,Mon,59
2,42.807945,-71.273247,9.170000076,Windham,NH,33,96,29.78,3,NE,10,Rain,Night,2019,Dec,30,22,Mon,59
2,42.314838,-83.170052,1.889999986,Dearborn,MI,40,100,28.62,10,SE,9,Cloudy,Night,2019,Dec,30,4,Mon,59
3,42.314529,-83.170006,0,Dearborn,MI,45,97,28.52,10,E,15,Cloudy,Night,2019,Dec,30,5,Mon,75
2,42.477036,-83.198387,0,Oak Park,MI,39,100,28.43,7,E,5,Rain,Night,2019,Dec,30,6,Mon,89
2,43.035381,-83.687241,0,Flint,MI,46,86,28.39,6,SW,10,Rain,Night,2019,Dec,30,6,Mon,120
2,42.95927,-83.712631,0,Flint,MI,46,79,28.41,5,W,24,Rain,Night,2019,Dec,30,7,Mon,90
2,43.06765,-83.792862,0,Flushing,MI,46,79,28.41,5,W,24,Rain,Night,2019,Dec,30,7,Mon,134
2,42.576931,-83.239067,0,Bloomfield Hills,MI,45,95,28.53,10,SW,13,Cloudy,Day,2019,Dec,30,7,Mon,75
3,42.323505,-83.443359,0,Canton,MI,47,74,28.59,10,W,23,Windy,Day,2019,Dec,30,7,Mon,29
3,42.323505,-83.443359,0,Canton,MI,47,74,28.6,10,W,23,Windy,Day,2019,Dec,30,8,Mon,60
2,43.092258,-83.711792,0,Mount Morris,MI,45,82,28.44,8,SW,21,Windy,Day,2019,Dec,30,8,Mon,30
2,43.164291,-83.65963,0,Clio,MI,45,82,28.44,8,SW,21,Windy,Day,2019,Dec,30,8,Mon,60
2,42.254646,-83.683739,2.519999981,Ann Arbor,MI,43,82,28.48,10,W,24,Windy,Day,2019,Dec,30,8,Mon,123
2,42.446419,-83.095268,0.430000007,Highland Park,MI,46,76,28.7,10,W,26,Windy,Day,2019,Dec,30,8,Mon,59
2,42.898441,-83.634308,0,Grand Blanc,MI,45,76,28.48,10,SW,23,Rain,Day,2019,Dec,30,8,Mon,28
4,45.027729,-84.68866,4.619999886,Gaylord,MI,32,96,27.78,0.25,W,3,Snow,Day,2019,Dec,30,9,Mon,172
3,42.386307,-83.020287,3.859999895,Detroit,MI,43,56,28.8,10,SW,25,Windy,Day,2019,Dec,30,11,Mon,47
2,42.959351,-83.830742,0,Swartz Creek,MI,39,62,28.61,10,SW,17,Cloudy,Day,2019,Dec,30,13,Mon,73
2,42.358971,-83.459671,0,Plymouth,MI,41,57,28.74,10,SW,25,Windy,Day,2019,Dec,30,14,Mon,203
3,42.233898,-83.365288,0.980000019,Romulus,MI,39,65,28.84,10,W,23,Windy,Day,2019,Dec,30,14,Mon,30
2,42.863899,-83.696709,0,Fenton,MI,38,62,28.63,10,SW,26,Windy,Day,2019,Dec,30,14,Mon,111
2,43.02449,-83.731781,0,Flint,MI,35,64,28.69,10,SW,14,Cloudy,Day,2019,Dec,30,17,Mon,45
2,42.397049,-83.218231,0,Detroit,MI,35,71,28.8,10,SW,14,Cloudy,Night,2019,Dec,30,17,Mon,44
3,42.719845,-84.642899,0,Lansing,MI,31,72,28.62,10,SW,14,Cloudy,Night,2019,Dec,30,18,Mon,45
2,41.898563,-72.63958,0,Windsor,CT,34,96,29.78,2,N,9,Rain,Night,2019,Dec,30,6,Mon,47
2,41.853142,-72.432541,0.850000024,Vernon Rockville,CT,37,89,29.93,3,NE,8,Rain,Day,2019,Dec,30,8,Mon,63
3,42.520531,-71.510963,0.159999996,Littleton,MA,34,92,29.87,2,E,12,Rain,Day,2019,Dec,30,9,Mon,76
3,42.288788,-71.567619,0,Westborough,MA,31,100,28.89,0.25,E,15,Snow,Day,2019,Dec,30,9,Mon,60
3,42.288788,-71.567619,0,Westborough,MA,31,96,28.89,0.25,E,12,Snow,Day,2019,Dec,30,10,Mon,30
2,41.967945,-71.504684,0,North Smithfield,RI,35,100,29.51,1,E,9,Rain,Day,2019,Dec,30,10,Mon,45
3,42.357365,-73.425575,0,Canaan,NY,34,82,28.58,9,E,13,Cloudy,Day,2019,Dec,30,12,Mon,48
2,42.393951,-73.412109,0,Canaan,NY,34,82,28.58,9,E,13,Cloudy,Day,2019,Dec,30,12,Mon,45
3,41.851475,-72.664429,0,Windsor,CT,35,92,29.71,3,NE,9,Snow,Day,2019,Dec,30,13,Mon,30
3,42.697762,-73.707359,0.899999976,Albany,NY,34,89,29.57,0.75,N,3,Snow,Day,2019,Dec,30,14,Mon,74
2,42.157532,-72.639923,0,West Springfield,MA,33,92,29.6,2,N,9,Rain,Day,2019,Dec,30,16,Mon,122
2,43.810371,-71.670555,0,Campton,NH,26,88,29.5,4,CALM,0,Snow,Day,2019,Dec,30,16,Mon,60
2,42.549519,-71.849159,0,Fitchburg,MA,33,89,29.57,3,E,10,Snow,Night,2019,Dec,30,16,Mon,60
3,43.498634,-72.133018,0,Grantham,NH,28,78,29.36,4,W,3,Snow,Night,2019,Dec,30,16,Mon,90
3,41.941936,-71.474503,0,Lincoln,RI,34,100,29.4,3,E,12,Rain,Night,2019,Dec,30,17,Mon,273
2,42.10907,-72.352524,0,Monson,MA,34,93,29.65,4,N,8,Rain,Night,2019,Dec,30,17,Mon,107
2,44.28492,-71.737801,0,Bethlehem,NH,28,81,28.76,4,CALM,0,Snow,Night,2019,Dec,30,17,Mon,60
3,42.965336,-72.521439,16.86000061,Putney,VT,29,89,29.42,2,N,10,Snow,Night,2019,Dec,30,17,Mon,59
3,42.12957,-72.062218,0,Sturbridge,MA,31,96,28.82,1,E,13,Snow,Night,2019,Dec,30,18,Mon,29
3,42.538872,-71.493988,0,Littleton,MA,35,85,29.75,2,E,22,Rain,Night,2019,Dec,30,18,Mon,91
2,42.277023,-73.141579,0,Lee,MA,32,82,28.56,9,E,9,Cloudy,Night,2019,Dec,30,19,Mon,135
2,43.325905,-75.642365,0,Taberg,NY,36,100,29.24,3,E,16,Rain,Night,2019,Dec,30,5,Mon,83
3,43.021557,-73.791512,6.380000114,Ballston Spa,NY,34,100,29.47,4,CALM,0,Cloudy,Night,2019,Dec,30,6,Mon,74
3,43.123806,-75.58078,14.48999977,Verona,NY,37,96,29.19,2,E,23,Rain,Day,2019,Dec,30,12,Mon,45
3,43.738674,-73.825027,0,Pottersville,NY,33,92,29.51,3,E,8,Rain,Day,2019,Dec,30,14,Mon,75
2,42.092121,-76.042923,0,Vestal,NY,35,89,27.92,10,S,18,Rain,Day,2019,Dec,30,14,Mon,43
3,42.763077,-74.113754,0,Duanesburg,NY,34,100,29.47,1,E,3,Cloudy,Day,2019,Dec,30,14,Mon,59
3,42.517433,-73.789406,11.68999958,Selkirk,NY,34,92,29.58,1,CALM,0,Snow,Day,2019,Dec,30,15,Mon,56
3,42.393494,-73.826744,17.20000076,West Coxsackie,NY,35,85,29.57,1,CALM,0,Snow,Day,2019,Dec,30,15,Mon,151
2,41.91161,-73.768509,0,Clinton Corners,NY,35,92,29.67,1,N,7,Rain,Day,2019,Dec,30,16,Mon,66
2,43.610611,-73.889977,0,Warrensburg,NY,32,88,29.52,10,N,3,Cloudy,Night,2019,Dec,30,17,Mon,45
2,42.95826,-85.639687,0,Grand Rapids,MI,37,93,28.4,3,W,28,Rain,Day,2019,Dec,30,8,Mon,30
2,42.984589,-85.662086,0,Grand Rapids,MI,33,70,28.53,9,SW,30,Snow,Day,2019,Dec,30,17,Mon,60
2,42.99881,-85.590286,0,Grand Rapids,MI,33,70,28.53,9,SW,30,Snow,Day,2019,Dec,30,17,Mon,44
3,42.177967,-86.261276,0,Watervliet,MI,32,79,28.86,3,W,23,Snow,Night,2019,Dec,30,19,Mon,91
3,42.495102,-82.918434,0,Roseville,MI,41,96,28.66,4,E,21,Rain,Night,2019,Dec,30,4,Mon,59
2,43.180931,-77.638832,0,Rochester,NY,39,93,28.95,10,E,14,Cloudy,Night,2019,Dec,30,6,Mon,93
