Severity,Start_Lat,Start_Lng,Distance(mi),City,State,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Weather_Condition,Civil_Twilight,Year,Month,Date,Hour,Day,Duration
3,45.57869,-122.116051,2.49000001,Bridal Veil,OR,45,58,30.1,10,E,17,Clear,Day,2019,Dec,26,12,Thu,28
2,45.48859,-122.79232,0,Beaverton,OR,37,86,29.89,8,S,6,Cloudy,Night,2019,Dec,26,17,Thu,84
3,45.882786,-122.725571,0,Woodland,WA,38,83,30.05,10,S,3,Cloudy,Night,2019,Dec,26,20,Thu,29
2,45.565762,-121.559608,0,Mount Hood Parkdale,OR,38,76,30.08,10,SW,3,Cloudy,Night,2019,Dec,26,21,Thu,86
3,48.745018,-122.46627,0,Bellingham,WA,37,82,29.93,10,CALM,0,Clear,Day,2019,Dec,26,12,Thu,141
2,39.3764,-119.839073,0,Reno,NV,33,61,25.51,10,E,6,Cloudy,Day,2019,Dec,26,8,Thu,75
2,38.966148,-118.809608,0,Schurz,NV,35,70,25.96,10,W,3,Cloudy,Day,2019,Dec,26,12,Thu,120
2,37.728561,-121.107857,0,Salida,CA,46,79,29.68,10,W,7,Cloudy,Night,2019,Dec,26,1,Thu,30
3,37.597912,-121.342598,0,Tracy,CA,44,82,29.85,10,W,7,Cloudy,Night,2019,Dec,26,5,Thu,45
2,37.145073,-121.984749,0,Los Gatos,CA,49,54,29.82,10,N,12,Cloudy,Night,2019,Dec,26,5,Thu,45
2,37.170261,-121.989799,0,Los Gatos,CA,50,50,29.85,10,N,16,Cloudy,Day,2019,Dec,26,7,Thu,60
2,38.640141,-121.307518,0,Carmichael,CA,39,93,29.8,10,W,5,Cloudy,Day,2019,Dec,26,7,Thu,45
2,37.157242,-121.982117,0,Los Gatos,CA,48,58,29.86,10,W,6,Cloudy,Day,2019,Dec,26,7,Thu,45
3,37.711578,-122.127388,0,San Leandro,CA,43,76,29.87,10,N,3,Cloudy,Day,2019,Dec,26,7,Thu,30
2,37.145073,-121.984749,0,Los Gatos,CA,48,58,29.86,10,W,6,Cloudy,Day,2019,Dec,26,8,Thu,75
2,38.560219,-121.479729,0,Sacramento,CA,40,86,29.9,10,N,3,Cloudy,Day,2019,Dec,26,8,Thu,45
2,37.605331,-120.993561,0,Modesto,CA,44,76,29.79,10,NW,14,Cloudy,Day,2019,Dec,26,9,Thu,108
3,39.311661,-120.495605,0,Norden,CA,25,86,24.08,10,CALM,0,Cloudy,Day,2019,Dec,26,10,Thu,150
4,37.851448,-122.028809,2.359999895,Alamo,CA,54,47,29.91,10,CALM,0,Clear,Day,2019,Dec,26,11,Thu,74
3,37.807632,-121.296898,0,Lathrop,CA,54,53,29.87,10,NW,14,Clear,Day,2019,Dec,26,11,Thu,120
3,37.660202,-121.904945,0,Pleasanton,CA,56,37,29.47,10,N,6,Clear,Day,2019,Dec,26,13,Thu,47
3,38.754089,-121.264069,0,Roseville,CA,54,51,29.78,10,N,15,Clear,Day,2019,Dec,26,13,Thu,90
2,37.663971,-121.028259,0,Modesto,CA,55,45,29.75,10,NW,18,Clear,Day,2019,Dec,26,13,Thu,84
2,38.150974,-122.449379,0,Petaluma,CA,59,42,29.81,10,VAR,3,Clear,Day,2019,Dec,26,13,Thu,77
3,38.49231,-121.79982,0,Dixon,CA,57,38,29.83,10,N,14,Clear,Day,2019,Dec,26,13,Thu,122
3,38.806774,-121.200768,0,Rocklin,CA,55,47,29.75,10,NW,13,Clear,Day,2019,Dec,26,13,Thu,29
3,37.808273,-122.367004,0,San Francisco,CA,58,44,29.9,10,W,10,Clear,Day,2019,Dec,26,14,Thu,85
2,37.761818,-122.405869,0,San Francisco,CA,58,47,29.9,10,W,9,Clear,Day,2019,Dec,26,14,Thu,30
3,37.882198,-121.278969,0,French Camp,CA,58,42,29.85,10,N,14,Clear,Day,2019,Dec,26,14,Thu,62
3,37.775558,-122.405807,0,San Francisco,CA,56,47,29.9,10,N,7,Clear,Day,2019,Dec,26,14,Thu,51
3,37.793499,-122.263992,0,Oakland,CA,58,47,29.9,10,W,9,Clear,Day,2019,Dec,26,14,Thu,30
3,37.621445,-122.077301,0,Hayward,CA,49,74,29.89,10,W,5,Clear,Night,2019,Dec,26,17,Thu,67
3,37.690868,-122.470581,0,Daly City,CA,54,66,29.94,10,W,12,Clear,Night,2019,Dec,26,17,Thu,120
2,37.765419,-122.404861,0,San Francisco,CA,54,66,29.94,10,W,12,Clear,Night,2019,Dec,26,18,Thu,122
3,38.392506,-121.928505,0,Vacaville,CA,53,40,29.83,10,N,9,Clear,Night,2019,Dec,26,17,Thu,162
3,38.772057,-121.245506,0,Rocklin,CA,52,54,29.77,10,CALM,0,Clear,Day,2019,Dec,26,16,Thu,133
2,38.778606,-121.26841,0,Roseville,CA,50,58,29.82,10,E,6.708214721,Clear,Night,2019,Dec,26,17,Thu,100
3,37.683304,-122.12709,0,San Lorenzo,CA,44,71,29.94,10,NE,5,Clear,Night,2019,Dec,26,20,Thu,81
2,37.88998,-121.641342,0,Byron,CA,41,70,29.55,10,CALM,0,Clear,Night,2019,Dec,26,21,Thu,63
2,37.70451,-122.068451,0,Castro Valley,CA,43,71,29.95,10,CALM,0,Clear,Night,2019,Dec,26,21,Thu,45
2,37.947678,-121.743904,0,Brentwood,CA,39,76,29.56,10,CALM,0,Clear,Night,2019,Dec,26,21,Thu,29
3,40.635715,-116.944939,0,Battle Mountain,NV,22,82,25.66,10,W,5,Clear,Night,2019,Dec,26,21,Thu,44
2,38.270805,-122.66848,0,Petaluma,CA,52,58,29.86,10,VAR,3,Clear,Day,2019,Dec,26,11,Thu,108
2,37.948452,-122.51268,0,Larkspur,CA,54,54,29.86,10,VAR,5,Clear,Day,2019,Dec,26,11,Thu,77
2,38.24572,-122.625526,0,Petaluma,CA,54,54,29.86,10,VAR,5,Clear,Day,2019,Dec,26,11,Thu,29
2,37.899883,-122.516045,0,Mill Valley,CA,55,51,29.84,10,W,5,Clear,Day,2019,Dec,26,11,Thu,122
2,38.233604,-122.617882,0,Petaluma,CA,55,51,29.84,10,W,5,Clear,Day,2019,Dec,26,11,Thu,123
2,37.913734,-122.512253,0,Corte Madera,CA,55,51,29.84,10,W,5,Clear,Day,2019,Dec,26,11,Thu,114
2,38.365219,-122.667038,0,Santa Rosa,CA,46,76,29.8,10,NW,5,Clear,Night,2019,Dec,26,17,Thu,151
2,34.20536,-118.98465,0,Camarillo,CA,52,83,29.69,4,NE,13,Rain,Night,2019,Dec,25,23,Wed,90
2,36.833439,-119.784843,0,Fresno,CA,47,90,29.47,10,W,5,Rain,Night,2019,Dec,26,2,Thu,45
2,34.473289,-120.207047,0,Goleta,CA,42,96,29.76,10,CALM,0,Cloudy,Day,2019,Dec,26,6,Thu,45
2,35.319656,-119.03685,0,Bakersfield,CA,47,86,29.37,9,N,9,Rain,Day,2019,Dec,26,11,Thu,30
2,34.265251,-119.236565,0,Ventura,CA,57,51,29.75,10,E,8,Cloudy,Day,2019,Dec,26,13,Thu,85
2,34.344707,-119.419739,0,Ventura,CA,55,62,29.75,10,W,10,Cloudy,Day,2019,Dec,26,14,Thu,55
2,34.220028,-119.079941,0,Camarillo,CA,48,71,29.81,10,E,6,Cloudy,Night,2019,Dec,26,19,Thu,71
2,34.291225,-119.33609,0,Ventura,CA,47,77,29.83,10,NE,8,Clear,Night,2019,Dec,26,19,Thu,156
3,34.215393,-118.352592,0,Sun Valley,CA,48,86,28.98,3,E,16,Rain,Night,2019,Dec,25,21,Wed,45
2,34.280491,-118.418877,0,Pacoima,CA,50,82,28.8,10,E,17,Cloudy,Night,2019,Dec,25,22,Wed,30
2,34.268154,-118.635506,0,Simi Valley,CA,48,89,28.93,3,E,17,Rain,Night,2019,Dec,25,22,Wed,108
3,34.034203,-118.349922,0,Los Angeles,CA,49,93,29.64,3,E,13,Rain,Night,2019,Dec,25,22,Wed,30
3,34.054199,-118.004326,0,La Puente,CA,51,86,29.73,3,E,7,Rain,Night,2019,Dec,25,22,Wed,30
2,34.032074,-118.416252,0,Los Angeles,CA,49,93,29.64,3,E,13,Rain,Night,2019,Dec,25,22,Wed,70
2,34.272236,-118.353287,0,Sylmar,CA,50,82,28.8,10,E,17,Cloudy,Night,2019,Dec,25,22,Wed,70
2,33.930946,-118.313446,0,Los Angeles,CA,51,89,29.75,3,E,14,Rain,Night,2019,Dec,25,22,Wed,69
2,34.190567,-118.180969,0,La Canada Flintridge,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,25,22,Wed,66
2,33.765789,-117.955002,0,Garden Grove,CA,54,80,29.77,6,SE,10,Rain,Night,2019,Dec,25,22,Wed,60
2,34.234787,-118.289673,0,Tujunga,CA,48,83,28.96,3,SE,13,Rain,Night,2019,Dec,25,22,Wed,45
2,34.259571,-118.329941,0,Sunland,CA,48,83,28.96,3,SE,13,Rain,Night,2019,Dec,25,22,Wed,61
2,34.394054,-118.571289,0,Valencia,CA,48,89,28.93,3,E,17,Rain,Night,2019,Dec,25,22,Wed,60
2,34.795158,-118.853043,0,Lebec,CA,32,96,25.21,0.25,S,8,Snow,Night,2019,Dec,25,23,Wed,76
3,33.732407,-117.988747,0,Westminster,CA,50,100,29.78,4,SE,7,Rain,Night,2019,Dec,25,23,Wed,76
2,33.856491,-117.785645,0,Anaheim,CA,51,86,29.74,2,S,7,Rain,Night,2019,Dec,25,23,Wed,122
3,34.365223,-118.503448,0,Newhall,CA,48,89,28.94,2,E,15,Rain,Night,2019,Dec,25,23,Wed,90
3,34.155514,-118.401009,0,Valley Village,CA,48,86,28.97,3,SE,13,Rain,Night,2019,Dec,25,23,Wed,45
3,34.150669,-118.468231,0,Sherman Oaks,CA,48,89,28.91,3,E,15,Rain,Night,2019,Dec,25,23,Wed,30
3,34.029076,-118.228584,0,Los Angeles,CA,52,83,29.6,1,E,9,Rain,Night,2019,Dec,25,23,Wed,30
2,34.942707,-118.931412,0,Lebec,CA,33,92,25.19,0.5,VAR,7,Snow,Night,2019,Dec,26,0,Thu,60
2,34.281509,-118.711388,0,Simi Valley,CA,47,90,28.93,1,NW,5,Rain,Night,2019,Dec,26,0,Thu,94
3,32.665577,-117.079872,0,National City,CA,50.83377255,79.17379788,29.82,10,E,6.708214721,Cloudy,Night,2019,Dec,26,0,Thu,92
2,34.281509,-118.711388,0,Simi Valley,CA,47,90,28.93,1,NW,5,Rain,Night,2019,Dec,26,0,Thu,81
3,32.947117,-117.106476,0,San Diego,CA,50,59,28.34,10,SE,10,Rain,Night,2019,Dec,26,2,Thu,108
2,34.030403,-117.681564,0,Chino,CA,47,90,29.09,4,E,14,Rain,Night,2019,Dec,26,2,Thu,30
2,33.876396,-118.072716,0,Cerritos,CA,50,86,29.69,5,E,14,Rain,Night,2019,Dec,26,2,Thu,29
2,34.117992,-117.843903,0,Glendora,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,2,Thu,44
2,34.084625,-118.219528,0,Los Angeles,CA,49,83,29.59,8,E,9,Rain,Night,2019,Dec,26,2,Thu,45
2,35.141563,-118.467491,0,Tehachapi,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Clear,Night,2019,Dec,26,2,Thu,150
2,34.029808,-117.712334,0,Chino,CA,47,90,29.09,6,E,10,Rain,Night,2019,Dec,26,2,Thu,75
3,34.071655,-117.869896,0,West Covina,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,2,Thu,120
3,33.969101,-117.328575,0,Riverside,CA,46,86,28.95,7,E,7,Rain,Night,2019,Dec,26,2,Thu,60
2,33.956875,-117.306694,0,Riverside,CA,46,86,28.95,7,E,7,Rain,Night,2019,Dec,26,2,Thu,30
2,35.10965,-118.323524,0,Tehachapi,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Clear,Night,2019,Dec,26,2,Thu,29
4,32.969166,-117.249207,3.00999999,San Diego,CA,52,71,29.26,9,E,12,Rain,Night,2019,Dec,26,3,Thu,270
2,34.030006,-117.712379,0,Chino,CA,47,90,29.09,6,E,10,Rain,Night,2019,Dec,26,3,Thu,45
3,33.941956,-117.555405,0,Norco,CA,46,81,29.25,6,E,13,Rain,Night,2019,Dec,26,3,Thu,30
2,34.013447,-117.44487,0,Jurupa Valley,CA,46,86,28.95,7,E,7,Rain,Night,2019,Dec,26,3,Thu,30
2,34.171188,-118.518829,0,Encino,CA,43,86,28.92,6,NE,15,Rain,Night,2019,Dec,26,3,Thu,30
3,34.068478,-117.839523,0,Covina,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,3,Thu,30
3,33.480663,-117.140945,0,Temecula,CA,45,87,28.38,5,E,3,Cloudy,Night,2019,Dec,26,3,Thu,30
3,33.735455,-117.818054,0,Tustin,CA,50,83,29.72,3,E,12,Rain,Night,2019,Dec,26,3,Thu,59
2,33.884037,-117.639069,0,Corona,CA,46,81,29.25,6,E,13,Rain,Night,2019,Dec,26,3,Thu,64
3,34.065125,-117.806473,0,San Dimas,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,3,Thu,30
2,33.882065,-117.546906,0,Corona,CA,46,81,29.25,6,E,13,Rain,Night,2019,Dec,26,3,Thu,74
2,33.881439,-117.578064,0,Corona,CA,46,81,29.25,6,E,13,Rain,Night,2019,Dec,26,3,Thu,48
3,32.723125,-117.102699,0,San Diego,CA,53,80,29.76,5,E,8,Rain,Night,2019,Dec,26,3,Thu,45
2,34.030674,-117.602455,0,Ontario,CA,45,86,28.81,3,E,8,Rain,Night,2019,Dec,26,3,Thu,65
3,33.877361,-118.285164,0,Gardena,CA,48,77,29.68,10,E,9,Cloudy,Night,2019,Dec,26,3,Thu,30
3,33.892632,-118.285873,0,Gardena,CA,48,77,29.68,10,E,9,Cloudy,Night,2019,Dec,26,3,Thu,75
2,34.010075,-117.823112,0,Diamond Bar,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,4,Thu,44
3,34.052608,-118.226471,0,Los Angeles,CA,48,74,29.53,8,E,13,Rain,Night,2019,Dec,26,4,Thu,30
3,32.771862,-117.131851,0,San Diego,CA,50,77,29.33,4,E,5,Rain,Night,2019,Dec,26,4,Thu,75
2,33.996838,-117.93103,0,Rowland Heights,CA,48,83,29.68,4,NE,15,Rain,Night,2019,Dec,26,4,Thu,30
3,34.081909,-117.715675,0,Claremont,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,4,Thu,91
3,34.152409,-118.094948,0,Pasadena,CA,50.83377255,79.17379788,29.29584917,8.074134635,E,6.708214721,Cloudy,Night,2019,Dec,26,4,Thu,44
2,34.029221,-118.012451,0,La Puente,CA,48,83,29.68,4,NE,15,Rain,Night,2019,Dec,26,4,Thu,30
3,34.087261,-117.645409,0,Ontario,CA,43,89,28.81,3,SE,9,Rain,Night,2019,Dec,26,4,Thu,45
2,33.982391,-117.366898,0.560000002,Riverside,CA,45,86,28.96,3,VAR,6,Rain,Night,2019,Dec,26,4,Thu,29
3,33.079468,-117.071121,0,Escondido,CA,46,76,28.31,4,S,21,Rain,Night,2019,Dec,26,4,Thu,76
3,33.935043,-117.555862,0,Norco,CA,43,87,29.27,6,E,6.708214721,Rain,Night,2019,Dec,26,4,Thu,30
2,33.169544,-117.219086,0,Vista,CA,46,89,29.47,2,NW,6,Rain,Night,2019,Dec,26,4,Thu,30
3,33.968174,-118.167877,0,Bell Gardens,CA,47,71,29.57,10,E,8,Cloudy,Night,2019,Dec,26,4,Thu,29
3,33.628384,-117.720421,0,Irvine,CA,49,77,29.7,10,E,15,Rain,Night,2019,Dec,26,4,Thu,30
3,33.039948,-117.284096,0,Encinitas,CA,46,89,29.47,1,NW,5,Rain,Night,2019,Dec,26,4,Thu,30
3,33.09544,-117.086105,0,Escondido,CA,46,89,29.47,1,NW,5,Rain,Night,2019,Dec,26,4,Thu,30
3,34.066563,-117.46492,0,Fontana,CA,43,89,28.81,3,SE,9,Rain,Night,2019,Dec,26,4,Thu,30
2,33.872124,-117.665306,0,Corona,CA,43,89,29.28,10,E,9,Rain,Night,2019,Dec,26,4,Thu,78
3,33.950451,-117.303154,0,Riverside,CA,43,82,28.96,7,S,7,Rain,Night,2019,Dec,26,5,Thu,30
2,33.970726,-117.375366,0,Riverside,CA,43,82,28.96,7,S,7,Rain,Night,2019,Dec,26,5,Thu,30
2,34.332512,-117.520081,0,Phelan,CA,32,100,26.62,2,E,8,Snow,Night,2019,Dec,26,5,Thu,109
2,32.842861,-117.121231,0,San Diego,CA,48,82,29.4,4,E,6.708214721,Rain,Night,2019,Dec,26,5,Thu,124
2,33.884911,-117.633461,0,Corona,CA,43,89,29.28,10,E,9,Rain,Night,2019,Dec,26,5,Thu,75
2,34.030296,-117.689659,0,Chino,CA,43,86,29.1,6,E,10,Rain,Night,2019,Dec,26,5,Thu,63
3,34.066208,-117.509613,0,Fontana,CA,43,89,28.81,4,SE,12,Rain,Night,2019,Dec,26,5,Thu,30
2,33.936031,-117.116364,0,Moreno Valley,CA,43,100,28.19,9,S,7,Rain,Night,2019,Dec,26,5,Thu,30
3,34.065434,-117.296478,0,Colton,CA,45,79,28.6,5,SW,9,Rain,Night,2019,Dec,26,5,Thu,30
3,34.063976,-117.813133,0,San Dimas,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,5,Thu,61
3,34.068478,-117.839523,0,Covina,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,5,Thu,48
3,34.071918,-117.875488,0,West Covina,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,5,Thu,79
3,34.072247,-117.907326,0,West Covina,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,5,Thu,30
3,33.500923,-117.151199,0,Temecula,CA,41,87,28.41,3,S,13,Cloudy,Night,2019,Dec,26,5,Thu,95
3,34.06802,-117.603516,0,Ontario,CA,42,89,28.82,5,E,8,Rain,Night,2019,Dec,26,5,Thu,30
3,32.903721,-117.224213,0.439999998,San Diego,CA,47,83,29.32,4,N,15,Rain,Night,2019,Dec,26,5,Thu,29
2,33.136829,-117.170197,0,San Marcos,CA,45,79.17379788,29.47,2,E,12,Rain,Night,2019,Dec,26,5,Thu,45
3,34.076321,-117.746567,0,Pomona,CA,41,87,28.73,7,E,20,Cloudy,Night,2019,Dec,26,5,Thu,45
3,34.104122,-117.302261,0,San Bernardino,CA,45,79,28.6,7,SW,9,Rain,Night,2019,Dec,26,5,Thu,48
2,34.134834,-117.347878,0,Rialto,CA,45,79,28.6,7,SW,9,Rain,Night,2019,Dec,26,5,Thu,47
2,34.135937,-117.302582,0,San Bernardino,CA,45,79,28.6,7,SW,9,Rain,Night,2019,Dec,26,6,Thu,99
3,33.022789,-117.078773,0,San Diego,CA,41,86,28.38,3,W,10,Rain,Night,2019,Dec,26,6,Thu,76
2,34.108128,-118.185577,0,Los Angeles,CA,47,71,29.58,10,E,13,Cloudy,Night,2019,Dec,26,6,Thu,30
3,34.048309,-117.550102,0,Ontario,CA,42,89,28.82,5,E,8,Rain,Night,2019,Dec,26,6,Thu,60
3,32.653088,-117.069565,0,Chula Vista,CA,50.83377255,79.17379788,29.8,5,E,6.708214721,Rain,Night,2019,Dec,26,6,Thu,63
3,33.326042,-117.159019,0,Fallbrook,CA,47,80,29.73,4,E,16,Rain,Day,2019,Dec,26,6,Thu,107
2,33.883942,-117.525284,0,Corona,CA,41,93,29.25,10,E,10,Rain,Day,2019,Dec,26,6,Thu,29
3,32.977386,-117.087631,0,San Diego,CA,40,93,28.38,2,NW,6,Rain,Day,2019,Dec,26,6,Thu,46
2,33.187679,-117.198799,0.219999999,Vista,CA,43,79.17379788,29.41,5,E,18,Rain,Day,2019,Dec,26,6,Thu,75
2,34.134247,-117.353165,0,Rialto,CA,45,79,28.6,7,SW,9,Rain,Day,2019,Dec,26,6,Thu,30
3,34.068871,-117.346436,0,Colton,CA,43,81,28.58,4,CALM,0,Cloudy,Day,2019,Dec,26,6,Thu,61
2,34.496731,-118.218811,0,Acton,CA,33,96,27.13,5,W,7,Snow,Day,2019,Dec,26,6,Thu,45
2,34.023148,-117.750145,0,Pomona,CA,41,87,28.73,7,E,20,Cloudy,Day,2019,Dec,26,6,Thu,44
2,34.183453,-117.141487,0,Running Springs,CA,43,81,28.58,4,CALM,0,Cloudy,Day,2019,Dec,26,6,Thu,140
2,34.016693,-117.740913,0,Chino,CA,43,86,29.09,6,E,6.708214721,Rain,Day,2019,Dec,26,6,Thu,45
2,33.48827,-117.663872,0,San Juan Capistrano,CA,49,71,29.71,10,NE,5,Rain,Day,2019,Dec,26,6,Thu,76
3,33.430504,-117.145317,0,Fallbrook,CA,45,93,29.74,10,VAR,5,Cloudy,Day,2019,Dec,26,7,Thu,60
2,33.818085,-117.876404,0,Anaheim,CA,46,73,29.68,10,E,16,Cloudy,Day,2019,Dec,26,7,Thu,61
3,33.683212,-117.858459,0,Santa Ana,CA,49,71,29.71,10,NE,5,Rain,Day,2019,Dec,26,7,Thu,30
2,34.217255,-117.291298,0,San Bernardino,CA,43,81,28.58,4,CALM,0,Cloudy,Day,2019,Dec,26,7,Thu,150
2,32.840309,-117.135323,1,San Diego,CA,45,80,29.35,10,E,13,Cloudy,Day,2019,Dec,26,7,Thu,30
3,34.068878,-117.839455,0,Covina,CA,41,87,28.76,7,E,14,Cloudy,Day,2019,Dec,26,7,Thu,62
3,33.107166,-117.312859,0,Carlsbad,CA,45,82,29.42,10,E,17,Cloudy,Day,2019,Dec,26,7,Thu,44
2,34.148579,-118.697922,0,Calabasas,CA,44,82,28.95,10,N,3,Cloudy,Day,2019,Dec,26,7,Thu,60
2,33.884785,-117.52124,0,Corona,CA,42,89,29.26,10,E,13,Rain,Day,2019,Dec,26,7,Thu,30
2,34.677341,-118.452682,0,Lake Hughes,CA,35,96,27.31,10,E,7,Rain,Day,2019,Dec,26,7,Thu,90
2,35.099464,-118.292793,0,Tehachapi,CA,32,93,25.7,0.75,E,18,Snow,Day,2019,Dec,26,7,Thu,179
2,32.837749,-117.235657,0.289999992,La Jolla,CA,46,76,29.37,10,E,10,Cloudy,Day,2019,Dec,26,8,Thu,44
2,34.498341,-117.738197,0,Llano,CA,32,100,26.64,9,E,7,Snow,Day,2019,Dec,26,8,Thu,90
2,32.869808,-117.194733,0,San Diego,CA,47,90,29.29,10,E,9,Cloudy,Day,2019,Dec,26,9,Thu,75
3,32.890446,-117.206238,0,San Diego,CA,54,64,29.31,10,SE,8,Cloudy,Day,2019,Dec,26,9,Thu,60
2,34.23822,-117.29129,0,Crestline,CA,43,81,28.6,4,CALM,0,Rain,Day,2019,Dec,26,9,Thu,271
3,34.072796,-118.466736,0,Los Angeles,CA,51,63,29.65,10,VAR,7,Cloudy,Day,2019,Dec,26,9,Thu,45
2,34.193073,-117.158096,0,Running Springs,CA,43,81,28.6,4,CALM,0,Rain,Day,2019,Dec,26,9,Thu,135
2,33.897232,-117.487572,0,Riverside,CA,43,86,28.96,10,E,3,Cloudy,Day,2019,Dec,26,9,Thu,48
2,33.873814,-118.222198,0,Compton,CA,52,61,29.76,10,VAR,6,Cloudy,Day,2019,Dec,26,10,Thu,61
2,34.061649,-117.189796,0,Redlands,CA,45,81,28.59,4,CALM,0,Rain,Day,2019,Dec,26,10,Thu,61
3,34.055466,-118.211426,0,Los Angeles,CA,53,57,29.62,10,VAR,6,Cloudy,Day,2019,Dec,26,10,Thu,288
2,34.426529,-117.380661,0,Hesperia,CA,50.83377255,79.17379788,26.81,4,CALM,0,Snow,Day,2019,Dec,26,10,Thu,45
3,34.055466,-118.211426,0,Los Angeles,CA,53,57,29.62,10,VAR,6,Cloudy,Day,2019,Dec,26,10,Thu,275
3,34.14468,-117.31797,0.680000007,San Bernardino,CA,45,81,28.59,4,CALM,0,Rain,Day,2019,Dec,26,10,Thu,46
3,34.532448,-117.314087,0,Victorville,CA,50.83377255,79.17379788,26.81,4,CALM,0,Snow,Day,2019,Dec,26,10,Thu,29
2,34.19912,-118.403442,0.529999971,North Hollywood,CA,48,74,28.98,10,N,5,Rain,Day,2019,Dec,26,11,Thu,163
3,34.03056,-118.031906,0,Whittier,CA,54,62,29.7,10,CALM,0,Cloudy,Day,2019,Dec,26,11,Thu,65
2,34.232632,-117.294838,0,Cedarpines Park,CA,46,76,28.58,3,CALM,0,Rain,Day,2019,Dec,26,11,Thu,59
2,34.013447,-117.44487,0,Jurupa Valley,CA,45,90,28.93,9,VAR,3,Rain,Day,2019,Dec,26,11,Thu,65
2,34.312271,-117.475609,0,San Bernardino,CA,46,76,28.58,3,CALM,0,Rain,Day,2019,Dec,26,12,Thu,60
3,34.120785,-117.889664,0,Azusa,CA,54,62,29.69,10,E,5,Cloudy,Day,2019,Dec,26,12,Thu,74
2,33.995171,-117.36174,0,Riverside,CA,47,86,28.92,7,VAR,6,Rain,Day,2019,Dec,26,13,Thu,54
3,34.204899,-117.413849,1.279999971,San Bernardino,CA,46,76,28.56,4,CALM,0,Rain,Day,2019,Dec,26,13,Thu,58
2,32.776691,-117.135658,0.779999971,San Diego,CA,57,62,29.32,10,S,12,Cloudy,Day,2019,Dec,26,13,Thu,35
2,34.112972,-118.177269,0,Los Angeles,CA,55,57,29.58,10,CALM,0,Cloudy,Day,2019,Dec,26,13,Thu,30
3,34.067612,-117.566597,0,Ontario,CA,48,80,28.76,8,E,5,Rain,Day,2019,Dec,26,14,Thu,30
3,33.760052,-117.861969,0,Santa Ana,CA,56,57,29.73,10,N,8,Cloudy,Day,2019,Dec,26,14,Thu,30
3,34.020298,-118.192253,0,Los Angeles,CA,56,55,29.59,10,N,3,Cloudy,Day,2019,Dec,26,14,Thu,30
3,33.027615,-117.078987,0,San Diego,CA,50,74,28.29,4,NE,3,Rain,Day,2019,Dec,26,14,Thu,30
3,34.016239,-118.172707,0.170000002,Los Angeles,CA,56,55,29.59,10,N,3,Cloudy,Day,2019,Dec,26,14,Thu,30
3,32.997906,-117.083504,0,San Diego,CA,58,58,29.25,10,SW,8,Cloudy,Day,2019,Dec,26,15,Thu,30
2,32.837883,-117.152184,0,San Diego,CA,55,62,29.33,10,S,9,Cloudy,Day,2019,Dec,26,15,Thu,30
3,34.204899,-117.413849,1.279999971,San Bernardino,CA,50,66,28.57,4,CALM,0,Fog,Day,2019,Dec,26,15,Thu,29
2,33.698475,-117.861374,0,Irvine,CA,53,66,29.76,10,N,3,Clear,Night,2019,Dec,26,17,Thu,91
3,33.774521,-118.074913,0,Seal Beach,CA,50,69,29.78,10,NE,3,Cloudy,Night,2019,Dec,26,18,Thu,70
2,33.824451,-118.29026,0,Torrance,CA,54,58,29.7,10,CALM,0,Cloudy,Day,2019,Dec,26,17,Thu,94
3,33.839329,-118.263817,3.390000105,Carson,CA,54,58,29.7,10,CALM,0,Cloudy,Night,2019,Dec,26,17,Thu,170
2,33.876881,-118.155312,0,Long Beach,CA,51,68,29.76,10,N,5,Cloudy,Night,2019,Dec,26,17,Thu,30
3,33.912991,-118.179871,0,Paramount,CA,51,68,29.76,10,N,5,Cloudy,Night,2019,Dec,26,18,Thu,121
3,33.930916,-118.178703,0,Lynwood,CA,53,61,29.76,10,CALM,0,Cloudy,Night,2019,Dec,26,17,Thu,48
3,33.949615,-118.170425,0,South Gate,CA,52,66,29.62,10,CALM,0,Cloudy,Night,2019,Dec,26,17,Thu,30
2,34.504929,-117.346764,0,Victorville,CA,50.83377255,79.17379788,26.87,1,CALM,0,Snow,Day,2019,Dec,26,16,Thu,96
3,34.398453,-117.402275,0,Hesperia,CA,50.83377255,79.17379788,26.88,1,CALM,0,Snow,Night,2019,Dec,26,18,Thu,69
